Product ID,Product Name,Category,Date,Quantity,Product Cost,Revenue,Profit,Region,Customer ID
PRD-019,Tapal Danedar Tea 450g,Groceries,10/04/2024,5,3750,4500,750,Islamabad - Centaurus,CUST-9591
PRD-023,Vim Dishwash Liquid 500ml,Household,10/04/2024,4,800,1120,320,Islamabad - Centaurus,CUST-2552
PRD-005,Coca Cola 1.5L,Beverages,10/04/2024,5,900,1100,200,Lahore - Gulberg,CUST-2788
PRD-008,Red Bull Energy Drink,Beverages,10/04/2024,3,900,1200,300,Islamabad - Centaurus,CUST-4173
PRD-005,Coca Cola 1.5L,Beverages,10/04/2024,1,180,220,40,Karachi - Clifton,CUST-9213
PRD-021,Pampers Baby Dry Size 4,Baby Care,10/04/2024,5,11000,14000,3000,Lahore - Gulberg,CUST-1981
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,10/04/2024,3,2100,2850,750,Islamabad - F7,CUST-7747
PRD-008,Red Bull Energy Drink,Beverages,10/04/2024,1,300,400,100,Islamabad - Centaurus,CUST-8946
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,10/04/2024,1,700,950,250,Karachi - Clifton,CUST-4765
PRD-022,Surf Excel Washing Powder 1kg,Household,10/04/2024,4,2400,3000,600,Lahore - Gulberg,CUST-1068
PRD-015,Dawn Bread Large,Bakery,10/04/2024,4,480,600,120,Faisalabad - Kohinoor,CUST-2909
PRD-022,Surf Excel Washing Powder 1kg,Household,10/04/2024,2,1200,1500,300,Faisalabad - Kohinoor,CUST-7202
PRD-019,Tapal Danedar Tea 450g,Groceries,10/04/2024,5,3750,4500,750,Rawalpindi - Saddar,CUST-7702
PRD-014,Young's French Mayonnaise 500ml,Groceries,10/04/2024,3,1140,1440,300,Lahore - Gulberg,CUST-7409
PRD-012,Colgate Maximum Cavity 120g,Personal Care,10/04/2024,4,600,800,200,Karachi - Clifton,CUST-6557
PRD-003,MilkPak Tetra Pack 1L,Dairy,10/04/2024,4,960,1120,160,Faisalabad - Kohinoor,CUST-9430
PRD-015,Dawn Bread Large,Bakery,10/04/2024,4,480,600,120,Faisalabad - Kohinoor,CUST-6746
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,11/04/2024,2,1400,1900,500,Islamabad - F7,CUST-4833
PRD-023,Vim Dishwash Liquid 500ml,Household,11/04/2024,2,400,560,160,Karachi - Clifton,CUST-8957
PRD-023,Vim Dishwash Liquid 500ml,Household,11/04/2024,6,1200,1680,480,Islamabad - F7,CUST-8936
PRD-003,MilkPak Tetra Pack 1L,Dairy,11/04/2024,5,1200,1400,200,Islamabad - F7,CUST-6109
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,11/04/2024,4,2600,3400,800,Islamabad - F7,CUST-9244
PRD-005,Coca Cola 1.5L,Beverages,11/04/2024,5,900,1100,200,Islamabad - F7,CUST-7829
PRD-005,Coca Cola 1.5L,Beverages,11/04/2024,2,360,440,80,Karachi - Clifton,CUST-7742
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,11/04/2024,2,1400,1900,500,Islamabad - Centaurus,CUST-8583
PRD-014,Young's French Mayonnaise 500ml,Groceries,11/04/2024,5,1900,2400,500,Lahore - DHA,CUST-3175
PRD-015,Dawn Bread Large,Bakery,11/04/2024,5,600,750,150,Karachi - Clifton,CUST-4970
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,11/04/2024,5,3500,4500,1000,Faisalabad - Kohinoor,CUST-5012
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,11/04/2024,5,3250,4250,1000,Lahore - Gulberg,CUST-2333
PRD-003,MilkPak Tetra Pack 1L,Dairy,11/04/2024,1,240,280,40,Islamabad - Centaurus,CUST-1240
PRD-001,Shan Bombay Biryani Masala,Groceries,11/04/2024,1,90,130,40,Lahore - Gulberg,CUST-7955
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,11/04/2024,4,2600,3400,800,Faisalabad - Kohinoor,CUST-9159
PRD-002,Nutella Hazelnut Spread 750g,Groceries,11/04/2024,5,9000,12000,3000,Lahore - Gulberg,CUST-2691
PRD-011,Dettol Original Soap 115g,Personal Care,12/04/2024,5,500,700,200,Islamabad - F7,CUST-9132
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,12/04/2024,4,1800,2200,400,Rawalpindi - Saddar,CUST-9127
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,12/04/2024,4,2600,3400,800,Faisalabad - Kohinoor,CUST-8574
PRD-001,Shan Bombay Biryani Masala,Groceries,12/04/2024,1,90,130,40,Islamabad - Centaurus,CUST-7143
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,12/04/2024,4,1120,1520,400,Karachi - Clifton,CUST-8324
PRD-019,Tapal Danedar Tea 450g,Groceries,12/04/2024,3,2250,2700,450,Rawalpindi - Saddar,CUST-8979
PRD-008,Red Bull Energy Drink,Beverages,12/04/2024,2,600,800,200,Lahore - DHA,CUST-2099
PRD-009,Lipton Yellow Label Tea 900g,Groceries,12/04/2024,5,7000,8500,1500,Karachi - Clifton,CUST-6984
PRD-008,Red Bull Energy Drink,Beverages,12/04/2024,5,1500,2000,500,Islamabad - F7,CUST-3025
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,12/04/2024,2,1400,1800,400,Karachi - Clifton,CUST-2283
PRD-008,Red Bull Energy Drink,Beverages,12/04/2024,4,1200,1600,400,Karachi - Clifton,CUST-4270
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,12/04/2024,5,2250,2750,500,Islamabad - F7,CUST-6512
PRD-021,Pampers Baby Dry Size 4,Baby Care,12/04/2024,6,13200,16800,3600,Rawalpindi - Saddar,CUST-8960
PRD-024,Rose Petal Tissues,Household,12/04/2024,2,260,360,100,Islamabad - Centaurus,CUST-1640
PRD-009,Lipton Yellow Label Tea 900g,Groceries,12/04/2024,6,8400,10200,1800,Islamabad - Centaurus,CUST-3103
PRD-009,Lipton Yellow Label Tea 900g,Groceries,13/04/2024,4,5600,6800,1200,Karachi - Clifton,CUST-1503
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,13/04/2024,2,1400,1800,400,Faisalabad - Kohinoor,CUST-7281
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,13/04/2024,1,280,380,100,Karachi - Clifton,CUST-6827
PRD-014,Young's French Mayonnaise 500ml,Groceries,13/04/2024,4,1520,1920,400,Lahore - Gulberg,CUST-9791
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,13/04/2024,3,840,1140,300,Lahore - Gulberg,CUST-5982
PRD-003,MilkPak Tetra Pack 1L,Dairy,13/04/2024,6,1440,1680,240,Lahore - Gulberg,CUST-5555
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,13/04/2024,2,500,600,100,Rawalpindi - Saddar,CUST-4558
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,13/04/2024,5,6000,7750,1750,Karachi - Clifton,CUST-1780
PRD-002,Nutella Hazelnut Spread 750g,Groceries,14/04/2024,6,10800,14400,3600,Islamabad - Centaurus,CUST-1803
PRD-004,National Tomato Ketchup 800g,Groceries,14/04/2024,2,700,900,200,Lahore - Gulberg,CUST-3851
PRD-022,Surf Excel Washing Powder 1kg,Household,14/04/2024,6,3600,4500,900,Islamabad - Centaurus,CUST-6656
PRD-007,Olio Carli Olive Oil 1L,Groceries,14/04/2024,1,3200,4100,900,Lahore - DHA,CUST-5601
PRD-022,Surf Excel Washing Powder 1kg,Household,14/04/2024,1,600,750,150,Islamabad - F7,CUST-7410
PRD-014,Young's French Mayonnaise 500ml,Groceries,14/04/2024,3,1140,1440,300,Islamabad - Centaurus,CUST-1723
PRD-007,Olio Carli Olive Oil 1L,Groceries,14/04/2024,3,9600,12300,2700,Lahore - DHA,CUST-4213
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,14/04/2024,4,2800,3600,800,Islamabad - F7,CUST-2869
PRD-005,Coca Cola 1.5L,Beverages,14/04/2024,4,720,880,160,Lahore - DHA,CUST-5415
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,14/04/2024,3,3600,4650,1050,Lahore - DHA,CUST-1034
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,14/04/2024,5,2250,2750,500,Faisalabad - Kohinoor,CUST-2044
PRD-001,Shan Bombay Biryani Masala,Groceries,14/04/2024,5,450,650,200,Islamabad - Centaurus,CUST-5813
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,14/04/2024,2,560,760,200,Islamabad - F7,CUST-4059
PRD-021,Pampers Baby Dry Size 4,Baby Care,15/04/2024,6,13200,16800,3600,Karachi - Clifton,CUST-4442
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,15/04/2024,2,1400,1800,400,Islamabad - F7,CUST-5647
PRD-008,Red Bull Energy Drink,Beverages,15/04/2024,4,1200,1600,400,Lahore - Gulberg,CUST-7537
PRD-002,Nutella Hazelnut Spread 750g,Groceries,15/04/2024,2,3600,4800,1200,Karachi - Clifton,CUST-3639
PRD-024,Rose Petal Tissues,Household,15/04/2024,6,780,1080,300,Karachi - Clifton,CUST-4948
PRD-002,Nutella Hazelnut Spread 750g,Groceries,15/04/2024,6,10800,14400,3600,Faisalabad - Kohinoor,CUST-6792
PRD-005,Coca Cola 1.5L,Beverages,15/04/2024,5,900,1100,200,Faisalabad - Kohinoor,CUST-5081
PRD-007,Olio Carli Olive Oil 1L,Groceries,15/04/2024,6,19200,24600,5400,Islamabad - Centaurus,CUST-3834
PRD-022,Surf Excel Washing Powder 1kg,Household,15/04/2024,2,1200,1500,300,Lahore - Gulberg,CUST-7973
PRD-023,Vim Dishwash Liquid 500ml,Household,15/04/2024,3,600,840,240,Karachi - Clifton,CUST-3299
PRD-003,MilkPak Tetra Pack 1L,Dairy,15/04/2024,3,720,840,120,Lahore - DHA,CUST-7182
PRD-012,Colgate Maximum Cavity 120g,Personal Care,15/04/2024,4,600,800,200,Lahore - Gulberg,CUST-2070
PRD-023,Vim Dishwash Liquid 500ml,Household,15/04/2024,5,1000,1400,400,Lahore - Gulberg,CUST-9981
PRD-011,Dettol Original Soap 115g,Personal Care,15/04/2024,6,600,840,240,Rawalpindi - Saddar,CUST-4713
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,15/04/2024,5,3500,4750,1250,Lahore - Gulberg,CUST-1596
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,15/04/2024,1,1200,1550,350,Islamabad - Centaurus,CUST-9464
PRD-008,Red Bull Energy Drink,Beverages,15/04/2024,4,1200,1600,400,Islamabad - Centaurus,CUST-2788
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,15/04/2024,1,700,950,250,Karachi - Clifton,CUST-3277
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,15/04/2024,6,1680,2280,600,Islamabad - F7,CUST-3955
PRD-004,National Tomato Ketchup 800g,Groceries,15/04/2024,2,700,900,200,Faisalabad - Kohinoor,CUST-2359
PRD-014,Young's French Mayonnaise 500ml,Groceries,15/04/2024,4,1520,1920,400,Lahore - Gulberg,CUST-7968
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,15/04/2024,1,650,850,200,Lahore - Gulberg,CUST-3182
PRD-023,Vim Dishwash Liquid 500ml,Household,15/04/2024,3,600,840,240,Islamabad - F7,CUST-2437
PRD-009,Lipton Yellow Label Tea 900g,Groceries,15/04/2024,1,1400,1700,300,Lahore - DHA,CUST-3039
PRD-001,Shan Bombay Biryani Masala,Groceries,15/04/2024,4,360,520,160,Rawalpindi - Saddar,CUST-1175
PRD-023,Vim Dishwash Liquid 500ml,Household,16/04/2024,3,600,840,240,Faisalabad - Kohinoor,CUST-6576
PRD-019,Tapal Danedar Tea 450g,Groceries,16/04/2024,3,2250,2700,450,Lahore - DHA,CUST-6233
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,16/04/2024,2,560,760,200,Rawalpindi - Saddar,CUST-5647
PRD-002,Nutella Hazelnut Spread 750g,Groceries,16/04/2024,6,10800,14400,3600,Rawalpindi - Saddar,CUST-9495
PRD-002,Nutella Hazelnut Spread 750g,Groceries,16/04/2024,1,1800,2400,600,Rawalpindi - Saddar,CUST-7704
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,16/04/2024,3,750,900,150,Lahore - Gulberg,CUST-3939
PRD-020,Head & Shoulders Shampoo 400ml,Cosmetics,16/04/2024,5,3500,4750,1250,Islamabad - Centaurus,CUST-2693
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,16/04/2024,4,1120,1520,400,Islamabad - Centaurus,CUST-8053
PRD-005,Coca Cola 1.5L,Beverages,16/04/2024,3,540,660,120,Lahore - Gulberg,CUST-7320
PRD-004,National Tomato Ketchup 800g,Groceries,16/04/2024,4,1400,1800,400,Rawalpindi - Saddar,CUST-1772
PRD-001,Shan Bombay Biryani Masala,Groceries,16/04/2024,1,90,130,40,Karachi - Clifton,CUST-6083
PRD-002,Nutella Hazelnut Spread 750g,Groceries,16/04/2024,1,1800,2400,600,Faisalabad - Kohinoor,CUST-9695
PRD-024,Rose Petal Tissues,Household,16/04/2024,6,780,1080,300,Islamabad - F7,CUST-9288
PRD-002,Nutella Hazelnut Spread 750g,Groceries,16/04/2024,1,1800,2400,600,Lahore - Gulberg,CUST-8993
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,16/04/2024,3,1950,2550,600,Rawalpindi - Saddar,CUST-4218
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,17/04/2024,5,1400,1900,500,Islamabad - F7,CUST-7228
PRD-021,Pampers Baby Dry Size 4,Baby Care,17/04/2024,6,13200,16800,3600,Lahore - Gulberg,CUST-8219
PRD-009,Lipton Yellow Label Tea 900g,Groceries,17/04/2024,2,2800,3400,600,Islamabad - Centaurus,CUST-3778
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,17/04/2024,1,250,300,50,Karachi - Clifton,CUST-3397
PRD-021,Pampers Baby Dry Size 4,Baby Care,17/04/2024,3,6600,8400,1800,Lahore - Gulberg,CUST-1244
PRD-015,Dawn Bread Large,Bakery,17/04/2024,6,720,900,180,Lahore - DHA,CUST-3288
PRD-024,Rose Petal Tissues,Household,17/04/2024,6,780,1080,300,Karachi - Clifton,CUST-4680
PRD-009,Lipton Yellow Label Tea 900g,Groceries,17/04/2024,5,7000,8500,1500,Karachi - Clifton,CUST-2272
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,17/04/2024,3,1950,2550,600,Islamabad - F7,CUST-2387
PRD-013,Mitchell's Apple Jam 450g,Groceries,17/04/2024,4,1000,1400,400,Rawalpindi - Saddar,CUST-3627
PRD-015,Dawn Bread Large,Bakery,18/04/2024,4,480,600,120,Faisalabad - Kohinoor,CUST-2776
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,18/04/2024,1,250,300,50,Islamabad - F7,CUST-9819
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,18/04/2024,6,7200,9300,2100,Rawalpindi - Saddar,CUST-8446
PRD-014,Young's French Mayonnaise 500ml,Groceries,18/04/2024,3,1140,1440,300,Karachi - Clifton,CUST-1865
PRD-008,Red Bull Energy Drink,Beverages,18/04/2024,4,1200,1600,400,Islamabad - Centaurus,CUST-5463
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,18/04/2024,3,3600,4650,1050,Faisalabad - Kohinoor,CUST-5955
PRD-008,Red Bull Energy Drink,Beverages,18/04/2024,4,1200,1600,400,Karachi - Clifton,CUST-9574
PRD-011,Dettol Original Soap 115g,Personal Care,18/04/2024,6,600,840,240,Rawalpindi - Saddar,CUST-2981
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,19/04/2024,1,280,380,100,Faisalabad - Kohinoor,CUST-1137
PRD-012,Colgate Maximum Cavity 120g,Personal Care,19/04/2024,5,750,1000,250,Rawalpindi - Saddar,CUST-7939
PRD-009,Lipton Yellow Label Tea 900g,Groceries,19/04/2024,5,7000,8500,1500,Islamabad - F7,CUST-1933
PRD-004,National Tomato Ketchup 800g,Groceries,19/04/2024,1,350,450,100,Islamabad - F7,CUST-2041
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,19/04/2024,2,900,1100,200,Islamabad - Centaurus,CUST-4745
PRD-003,MilkPak Tetra Pack 1L,Dairy,19/04/2024,3,720,840,120,Faisalabad - Kohinoor,CUST-2262
PRD-001,Shan Bombay Biryani Masala,Groceries,19/04/2024,2,180,260,80,Islamabad - F7,CUST-1431
PRD-003,MilkPak Tetra Pack 1L,Dairy,19/04/2024,4,960,1120,160,Islamabad - F7,CUST-1206
PRD-008,Red Bull Energy Drink,Beverages,19/04/2024,6,1800,2400,600,Islamabad - Centaurus,CUST-3518
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,19/04/2024,5,3250,4250,1000,Faisalabad - Kohinoor,CUST-5937
PRD-002,Nutella Hazelnut Spread 750g,Groceries,19/04/2024,2,3600,4800,1200,Lahore - DHA,CUST-2559
PRD-021,Pampers Baby Dry Size 4,Baby Care,19/04/2024,5,11000,14000,3000,Faisalabad - Kohinoor,CUST-6537
PRD-004,National Tomato Ketchup 800g,Groceries,19/04/2024,3,1050,1350,300,Islamabad - Centaurus,CUST-3041
PRD-013,Mitchell's Apple Jam 450g,Groceries,19/04/2024,1,250,350,100,Lahore - Gulberg,CUST-8941
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,19/04/2024,3,1950,2550,600,Faisalabad - Kohinoor,CUST-7097
PRD-019,Tapal Danedar Tea 450g,Groceries,19/04/2024,6,4500,5400,900,Karachi - Clifton,CUST-6115
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,20/04/2024,1,280,380,100,Lahore - Gulberg,CUST-6129
PRD-024,Rose Petal Tissues,Household,20/04/2024,4,520,720,200,Lahore - Gulberg,CUST-8491
PRD-009,Lipton Yellow Label Tea 900g,Groceries,20/04/2024,6,8400,10200,1800,Islamabad - F7,CUST-4208
PRD-005,Coca Cola 1.5L,Beverages,20/04/2024,1,180,220,40,Faisalabad - Kohinoor,CUST-2409
PRD-023,Vim Dishwash Liquid 500ml,Household,20/04/2024,2,400,560,160,Islamabad - Centaurus,CUST-8372
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,20/04/2024,6,1680,2280,600,Faisalabad - Kohinoor,CUST-9480
PRD-002,Nutella Hazelnut Spread 750g,Groceries,20/04/2024,1,1800,2400,600,Lahore - DHA,CUST-8020
PRD-008,Red Bull Energy Drink,Beverages,20/04/2024,2,600,800,200,Faisalabad - Kohinoor,CUST-2243
PRD-003,MilkPak Tetra Pack 1L,Dairy,20/04/2024,3,720,840,120,Islamabad - Centaurus,CUST-5782
PRD-012,Colgate Maximum Cavity 120g,Personal Care,20/04/2024,4,600,800,200,Islamabad - Centaurus,CUST-9887
PRD-018,Nestle Fruita Vitals Chaunsa 1L,Beverages,20/04/2024,5,1250,1500,250,Rawalpindi - Saddar,CUST-9759
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,21/04/2024,2,1400,1800,400,Islamabad - F7,CUST-4275
PRD-009,Lipton Yellow Label Tea 900g,Groceries,21/04/2024,3,4200,5100,900,Karachi - Clifton,CUST-2566
PRD-022,Surf Excel Washing Powder 1kg,Household,21/04/2024,1,600,750,150,Rawalpindi - Saddar,CUST-9867
PRD-011,Dettol Original Soap 115g,Personal Care,21/04/2024,2,200,280,80,Islamabad - Centaurus,CUST-5381
PRD-009,Lipton Yellow Label Tea 900g,Groceries,21/04/2024,6,8400,10200,1800,Faisalabad - Kohinoor,CUST-4261
PRD-008,Red Bull Energy Drink,Beverages,21/04/2024,5,1500,2000,500,Karachi - Clifton,CUST-2978
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,21/04/2024,1,450,550,100,Lahore - Gulberg,CUST-2794
PRD-015,Dawn Bread Large,Bakery,21/04/2024,5,600,750,150,Islamabad - F7,CUST-9004
PRD-014,Young's French Mayonnaise 500ml,Groceries,21/04/2024,6,2280,2880,600,Islamabad - Centaurus,CUST-1699
PRD-023,Vim Dishwash Liquid 500ml,Household,21/04/2024,6,1200,1680,480,Lahore - DHA,CUST-5864
PRD-012,Colgate Maximum Cavity 120g,Personal Care,21/04/2024,3,450,600,150,Islamabad - Centaurus,CUST-1695
PRD-009,Lipton Yellow Label Tea 900g,Groceries,22/04/2024,3,4200,5100,900,Islamabad - F7,CUST-8952
PRD-022,Surf Excel Washing Powder 1kg,Household,22/04/2024,5,3000,3750,750,Islamabad - F7,CUST-1914
PRD-019,Tapal Danedar Tea 450g,Groceries,22/04/2024,2,1500,1800,300,Islamabad - F7,CUST-5311
PRD-023,Vim Dishwash Liquid 500ml,Household,22/04/2024,2,400,560,160,Lahore - Gulberg,CUST-3745
PRD-008,Red Bull Energy Drink,Beverages,22/04/2024,5,1500,2000,500,Islamabad - Centaurus,CUST-3127
PRD-022,Surf Excel Washing Powder 1kg,Household,22/04/2024,5,3000,3750,750,Lahore - Gulberg,CUST-7170
PRD-023,Vim Dishwash Liquid 500ml,Household,22/04/2024,4,800,1120,320,Karachi - Clifton,CUST-8401
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,22/04/2024,6,1680,2280,600,Lahore - DHA,CUST-3305
PRD-004,National Tomato Ketchup 800g,Groceries,22/04/2024,6,2100,2700,600,Faisalabad - Kohinoor,CUST-6700
PRD-001,Shan Bombay Biryani Masala,Groceries,22/04/2024,6,540,780,240,Lahore - DHA,CUST-8766
PRD-024,Rose Petal Tissues,Household,22/04/2024,4,520,720,200,Karachi - Clifton,CUST-7135
PRD-004,National Tomato Ketchup 800g,Groceries,22/04/2024,4,1400,1800,400,Lahore - Gulberg,CUST-5939
PRD-008,Red Bull Energy Drink,Beverages,22/04/2024,4,1200,1600,400,Faisalabad - Kohinoor,CUST-8055
PRD-003,MilkPak Tetra Pack 1L,Dairy,23/04/2024,6,1440,1680,240,Islamabad - F7,CUST-3880
PRD-009,Lipton Yellow Label Tea 900g,Groceries,23/04/2024,3,4200,5100,900,Rawalpindi - Saddar,CUST-8623
PRD-024,Rose Petal Tissues,Household,23/04/2024,2,260,360,100,Lahore - Gulberg,CUST-2835
PRD-001,Shan Bombay Biryani Masala,Groceries,23/04/2024,2,180,260,80,Lahore - Gulberg,CUST-2025
PRD-021,Pampers Baby Dry Size 4,Baby Care,23/04/2024,5,11000,14000,3000,Lahore - DHA,CUST-5267
PRD-024,Rose Petal Tissues,Household,23/04/2024,1,130,180,50,Rawalpindi - Saddar,CUST-3172
PRD-004,National Tomato Ketchup 800g,Groceries,23/04/2024,6,2100,2700,600,Lahore - Gulberg,CUST-4917
PRD-022,Surf Excel Washing Powder 1kg,Household,23/04/2024,4,2400,3000,600,Lahore - Gulberg,CUST-7264
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,23/04/2024,2,560,760,200,Faisalabad - Kohinoor,CUST-1119
PRD-024,Rose Petal Tissues,Household,23/04/2024,5,650,900,250,Karachi - Clifton,CUST-4883
PRD-013,Mitchell's Apple Jam 450g,Groceries,23/04/2024,5,1250,1750,500,Islamabad - Centaurus,CUST-7180
PRD-009,Lipton Yellow Label Tea 900g,Groceries,23/04/2024,4,5600,6800,1200,Karachi - Clifton,CUST-3307
PRD-001,Shan Bombay Biryani Masala,Groceries,23/04/2024,4,360,520,160,Lahore - Gulberg,CUST-6280
PRD-012,Colgate Maximum Cavity 120g,Personal Care,23/04/2024,1,150,200,50,Islamabad - F7,CUST-2394
PRD-021,Pampers Baby Dry Size 4,Baby Care,23/04/2024,2,4400,5600,1200,Lahore - DHA,CUST-5798
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,23/04/2024,3,2100,2700,600,Rawalpindi - Saddar,CUST-3847
PRD-017,Menu Chicken Seekh Kabab 500g,Frozen Food,23/04/2024,3,2100,2700,600,Islamabad - F7,CUST-5841
PRD-022,Surf Excel Washing Powder 1kg,Household,23/04/2024,6,3600,4500,900,Islamabad - Centaurus,CUST-5181
PRD-009,Lipton Yellow Label Tea 900g,Groceries,24/04/2024,5,7000,8500,1500,Islamabad - Centaurus,CUST-8941
PRD-024,Rose Petal Tissues,Household,24/04/2024,6,780,1080,300,Karachi - Clifton,CUST-9239
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,24/04/2024,4,2600,3400,800,Lahore - Gulberg,CUST-3063
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,24/04/2024,6,7200,9300,2100,Karachi - Clifton,CUST-2485
PRD-002,Nutella Hazelnut Spread 750g,Groceries,24/04/2024,2,3600,4800,1200,Lahore - DHA,CUST-6707
PRD-005,Coca Cola 1.5L,Beverages,24/04/2024,6,1080,1320,240,Rawalpindi - Saddar,CUST-3426
PRD-004,National Tomato Ketchup 800g,Groceries,24/04/2024,6,2100,2700,600,Faisalabad - Kohinoor,CUST-6265
PRD-022,Surf Excel Washing Powder 1kg,Household,24/04/2024,5,3000,3750,750,Islamabad - Centaurus,CUST-1595
PRD-015,Dawn Bread Large,Bakery,24/04/2024,6,720,900,180,Lahore - DHA,CUST-8448
PRD-023,Vim Dishwash Liquid 500ml,Household,24/04/2024,2,400,560,160,Rawalpindi - Saddar,CUST-6764
PRD-015,Dawn Bread Large,Bakery,24/04/2024,6,720,900,180,Islamabad - Centaurus,CUST-8837
PRD-016,K&N's Chicken Nuggets 1kg,Frozen Food,24/04/2024,6,7200,9300,2100,Lahore - DHA,CUST-3176
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,24/04/2024,3,840,1140,300,Rawalpindi - Saddar,CUST-9015
PRD-024,Rose Petal Tissues,Household,25/04/2024,6,780,1080,300,Lahore - DHA,CUST-6515
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,25/04/2024,4,1120,1520,400,Lahore - DHA,CUST-4069
PRD-009,Lipton Yellow Label Tea 900g,Groceries,25/04/2024,6,8400,10200,1800,Rawalpindi - Saddar,CUST-4106
PRD-011,Dettol Original Soap 115g,Personal Care,25/04/2024,1,100,140,40,Lahore - Gulberg,CUST-2895
PRD-008,Red Bull Energy Drink,Beverages,25/04/2024,4,1200,1600,400,Islamabad - F7,CUST-9911
PRD-015,Dawn Bread Large,Bakery,25/04/2024,2,240,300,60,Lahore - Gulberg,CUST-8088
PRD-011,Dettol Original Soap 115g,Personal Care,25/04/2024,2,200,280,80,Karachi - Clifton,CUST-6755
PRD-025,Mitchell's Lemon Squash 800ml,Beverages,25/04/2024,6,1680,2280,600,Faisalabad - Kohinoor,CUST-1414
PRD-010,Sufi Banaspati Ghee 1kg,Groceries,25/04/2024,1,450,550,100,Lahore - Gulberg,CUST-2936
PRD-008,Red Bull Energy Drink,Beverages,25/04/2024,2,600,800,200,Rawalpindi - Saddar,CUST-6691
PRD-003,MilkPak Tetra Pack 1L,Dairy,25/04/2024,4,960,1120,160,Islamabad - F7,CUST-2058
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,26/04/2024,3,1950,2550,600,Rawalpindi - Saddar,CUST-4209
PRD-019,Tapal Danedar Tea 450g,Groceries,26/04/2024,5,3750,4500,750,Karachi - Clifton,CUST-5735
PRD-009,Lipton Yellow Label Tea 900g,Groceries,26/04/2024,3,4200,5100,900,Islamabad - Centaurus,CUST-6828
PRD-006,Sunsilk Shampoo 400ml,Cosmetics,26/04/2024,6,3900,5100,1200,Islamabad - F7,CUST-8284
PRD-005,Coca Cola 1.5L,Beverages,26/04/2024,5,900,1100,200,Rawalpindi - Saddar,CUST-3925
PRD-007,Olio Carli Olive Oil 1L,Groceries,26/04/2024,4,12800,16400,3600,Rawalpindi - Saddar,CUST-7827
PRD-005,Coca Cola 1.5L,Beverages,26/04/2024,1,180,220,40,Karachi - Clifton,CUST-2072
PRD-024,Rose Petal Tissues,Household,26/04/2024,4,520,720,200,Lahore - DHA,CUST-2699
